total_mentions;total_followers;total_medals;year;participant_id
24397;27276;0;2016;8658
18225;22972;1;2020;8659
16085;22244;0;2020;8660
15220;16310;0;2016;8661
25028;20961;0;2020;8662
24989;15063;0;2016;8663
19188;26159;0;2012;8665
22779;30500;0;2020;8666
21447;20333;0;2020;8667
27038;19711;0;2016;8668
29625;18648;0;2012;8669
16795;26860;0;2020;8670
15965;22048;0;2012;8671
22026;25436;0;2020;8672
20852;21366;1;2016;8673
15209;13162;1;2012;8673
24353;23380;0;2012;8674
27374;25790;0;2016;8675
20861;21574;0;2012;8676
25886;13768;1;2012;8677
29929;28448;0;2020;8678
19611;17526;0;2016;8679
20553;27869;0;2016;8680
24414;17184;0;2012;8680
25666;23652;0;2020;8681
17362;14244;0;2020;8682
26570;22203;0;2012;8683
20440;24835;0;2012;8684
29197;26498;0;2016;8685
22411;28859;0;2020;8686
20922;16612;0;2016;8687
28557;23876;0;2020;8689
27676;22484;0;2012;8690
20687;22264;0;2016;8691
22747;24884;0;2016;8692
17800;30024;0;2012;8692
15620;22307;0;2012;8693
20958;25145;1;2020;8694
27205;25759;0;2016;8695
16191;22516;0;2012;8696
29681;24546;0;2016;8697
29941;25416;0;2016;8698
17127;21786;0;2012;8698
20939;21365;0;2020;8699
28376;22506;1;2020;8700
27838;32170;0;2012;8701
18391;22676;1;2016;8702
29789;29544;0;2012;8702
20144;17618;0;2020;8703
25527;22096;0;2020;8704
25643;25066;0;2012;8705
25222;21058;0;2012;8707
17135;15462;0;2016;8708
24468;25564;0;2012;8708
23401;20207;0;2020;8709
27403;20748;1;2016;8710
18839;31329;0;2012;8710
16076;25749;0;2012;8711
15943;26152;0;2016;8712
17076;21965;0;2012;8712
23368;26469;0;2016;8713
24164;23781;0;2020;8714
24851;19198;1;2020;8715
23943;20376;0;2016;8716
23771;25294;0;2012;8717
18672;18838;0;2020;8718
19934;27485;0;2012;8720
25000;19483;0;2020;8721
24948;17111;0;2016;8722
26256;15217;0;2016;8723
20673;26130;0;2020;8724
22977;19922;0;2012;8725
23107;24920;0;2012;8726
27882;24206;0;2020;8727
18341;20816;0;2016;8729
27429;26116;0;2012;8729
28537;19682;0;2012;8730
21968;23985;0;2016;8731
22214;19397;0;2012;8731
25409;22252;0;2016;8732
18398;24859;0;2020;8733
18354;26944;0;2020;8734
25526;25479;0;2016;8735
20014;16468;0;2020;8736
16153;17826;0;2020;8737
26885;17110;0;2012;8738
27051;28049;0;2016;8739
23574;21521;0;2012;8739
15876;21700;0;2016;8740
27344;19085;0;2012;8741
15219;29430;0;2020;8742
18809;25880;0;2012;8743
17365;18208;1;2016;8744
26670;15585;0;2012;8744
19772;25416;0;2020;8745
15001;24544;0;2012;8746
22808;29610;0;2016;8747
26778;21515;0;2020;8748
24924;20897;0;2012;8749
27786;23268;0;2020;8750
17495;24735;0;2020;8751
22868;24790;0;2020;8752
21578;29799;0;2016;8753
27905;16210;0;2012;8755
17420;21830;0;2020;8756
23870;22633;0;2016;8757
16421;19320;0;2016;8758
29601;31400;0;2016;8759
17757;25182;0;2012;8759
29755;19567;0;2020;8760
27769;23257;0;2020;8761
25748;22718;1;2016;8762
26921;19964;0;2020;8763
18578;26266;0;2016;8764
18508;20276;0;2020;8765
18452;12382;0;2020;8766
17727;19075;0;2012;8767
23237;24894;0;2020;8768
27926;24756;0;2016;8769
22293;29995;0;2020;8770
19138;17791;2;2016;8771
21066;15813;0;2012;8771
21895;24306;0;2020;8772
20788;23498;0;2012;8773
29634;30769;0;2020;8774
23543;21904;0;2020;8775
27818;19705;1;2016;8776
23443;18884;0;2020;8777
19578;20434;0;2016;8778
25446;21034;0;2016;8779
17644;25528;0;2020;8780
18311;21274;0;2016;8781
22914;16585;0;2012;8781
25525;21280;0;2012;8782
28251;13241;0;2016;8783
20276;20799;0;2020;8784
25246;21720;0;2016;8785
18863;13540;0;2012;8785
29684;18766;0;2012;8786
16829;22365;1;2020;8787
21946;27956;0;2016;8788
26595;25797;0;2020;8789
29355;26206;0;2020;8790
24607;25202;0;2012;8792
23823;18355;0;2016;8793
20334;23530;0;2012;8793
25424;25492;0;2020;8794
24411;24221;0;2020;8795
26067;21580;1;2016;8796
28768;19000;0;2016;8797
20289;27422;0;2020;8798
15441;16273;0;2020;8799
24661;22595;0;2012;8800
24449;19031;0;2016;8801
22273;27617;0;2020;8802
19359;23894;0;2016;8803
21603;22123;0;2012;8803
22439;27434;0;2012;8804
21437;25767;0;2020;8805
23022;18442;0;2012;8806
16824;23152;0;2020;8807
28802;30035;0;2016;8808
22564;21066;0;2020;8809
19616;15113;0;2016;8810
15947;24560;0;2016;8811
29310;19960;0;2012;8812
22782;27140;0;2016;8813
19811;25221;0;2020;8814
23738;28320;0;2012;8815
22615;13135;0;2020;8816
20100;21113;1;2016;8817
22411;23668;0;2016;8818
25520;31962;0;2012;8818
16887;22526;0;2016;8819
20634;28266;0;2012;8819
29309;28219;0;2016;8820
27063;15627;0;2016;8821
26570;20007;0;2012;8821
18343;30130;0;2016;8822
25166;21347;0;2012;8823
19800;22678;0;2012;8824
23623;22804;0;2016;8825
18150;28089;0;2012;8825
23070;18485;0;2016;8826
28321;18898;0;2012;8827
29978;18364;0;2012;8828
22378;18994;0;2012;8829
18208;26270;0;2020;8830
26140;20590;0;2016;8831
28424;21866;0;2012;8831
23420;21930;0;2016;8832
25816;20674;0;2012;8832
28935;28452;0;2016;8833
17165;14280;0;2020;8834
28619;17116;0;2012;8835
16543;16553;1;2016;8836
21780;19619;0;2020;8837
15119;17945;0;2012;8839
24348;25430;1;2016;8840
26056;18383;0;2016;8841
26551;22631;0;2012;8841
16727;23388;1;2016;8842
26063;24031;0;2012;8842
24124;29173;0;2012;8843
16963;21584;0;2020;8844
27521;13789;0;2020;8845
24958;27708;0;2020;8846
23783;23659;0;2012;8847
25445;23467;0;2020;8848
15716;14832;1;2016;8849
15673;24270;1;2012;8849
18839;24559;1;2012;8850
29866;16970;0;2016;8851
18224;21671;0;2012;8852
15703;17266;2;2020;8853
19770;22850;0;2012;8855
15937;24630;1;2016;8856
24338;23116;0;2012;8856
29060;24415;0;2016;8857
19752;23674;0;2016;8858
24055;26112;0;2016;8859
18031;22522;0;2012;8859
21515;26113;0;2020;8860
19163;26497;0;2020;8861
26655;24910;0;2020;8862
22830;25769;0;2020;8863
26909;24572;0;2020;8864
29761;20399;0;2012;8865
20545;19086;0;2012;8866
18301;19034;0;2012;8867
24486;26260;0;2020;8868
16604;18614;0;2016;8869
16952;17440;0;2012;8869
15962;16570;0;2016;8870
20620;30173;0;2012;8870
17075;23145;0;2020;8871
24328;20246;0;2020;8872
16548;25627;0;2016;8873
18273;21561;0;2012;8874
24215;14864;0;2016;8875
16028;31167;1;2016;8876
23971;22529;0;2016;8877
29369;28722;0;2020;8878
20355;23963;0;2016;8879
28777;13071;0;2012;8879
17766;23245;0;2020;8880
15595;22789;0;2020;8881
23319;20357;0;2016;8882
26163;26974;0;2020;8883
17760;24820;0;2012;8884
27530;18375;0;2012;8885
26253;20477;0;2012;8886
23382;29180;0;2012;8887
25455;15385;0;2020;8888
23538;22145;0;2020;8889
24399;27931;0;2016;8890
21956;20890;0;2020;8891
26407;23360;0;2016;8892
15555;23525;0;2012;8892
17980;23713;0;2020;8893
16170;19547;0;2016;8894
18060;22837;0;2012;8895
21268;19727;0;2016;8896
23272;20706;0;2012;8897
19160;18339;0;2020;8898
24415;23654;0;2016;8899
17133;23251;0;2020;8900
25582;18426;0;2020;8901
17053;26434;0;2020;8902
15925;22720;0;2020;8903
29020;21188;0;2020;8904
22518;18423;1;2016;8905
23617;14385;0;2012;8905
26487;25199;0;2020;8906
25360;30885;1;2016;8907
16510;24937;0;2020;8908
16633;25900;0;2012;8909
17973;23179;0;2012;8910
26753;17881;0;2012;8911
15080;17924;0;2012;8912
18960;26474;0;2016;8913
27883;22705;0;2012;8913
22207;20636;0;2012;8914
27913;24472;0;2020;8915
18386;29153;0;2020;8916
25997;24398;0;2016;8917
27577;21986;1;2012;8918
15792;16226;0;2012;8919
19967;15759;2;2020;8920
26740;25859;0;2020;8921
17022;23110;0;2012;8922
28982;27848;0;2020;8923
24550;29326;0;2020;8924
26303;24849;0;2012;8925
26820;20215;0;2020;8926
16696;19278;0;2020;8927
24240;30841;0;2020;8928
18490;22598;0;2012;8929
26051;25974;0;2016;8930
19415;27385;0;2012;8930
25571;24541;0;2020;8931
27121;19438;1;2016;8932
17683;20417;0;2016;8933
17992;21990;0;2020;8934
24753;27851;0;2020;8935
15213;22780;0;2020;8936
20644;20565;0;2012;8937
27645;13812;1;2016;8938
19104;27317;2;2012;8938
25119;26627;0;2020;8939
18466;21741;0;2016;8940
22753;19553;0;2020;8941
22065;15116;0;2012;8942
23422;13756;0;2020;8943
24342;24133;0;2016;8944
22357;18979;1;2012;8944
21406;21017;0;2016;8945
20253;20553;0;2020;8946
19879;22669;0;2016;8947
21518;23473;0;2020;8948
28487;27320;0;2016;8949
16494;21683;0;2020;8950
23885;24627;0;2020;8951
20012;19807;0;2012;8952
23791;21621;0;2016;8953
15780;30028;0;2020;8954
16282;21969;1;2020;8955
20281;24671;2;2016;8956
29723;21290;0;2020;8957
23996;29306;0;2016;8958
20932;20119;0;2020;8959
22041;19523;0;2016;8960
26325;20684;0;2012;8961
16384;29307;0;2012;8962
26172;19375;0;2016;8963
24790;18624;0;2012;8963
18803;22729;0;2020;8964
24344;20994;0;2020;8965
26146;22933;0;2020;8966
15276;31836;0;2016;8967
19083;22080;0;2020;8968
20653;29446;0;2016;8970
29352;27206;0;2016;8971
25621;22424;0;2012;8971
23260;22419;0;2016;8972
28753;29892;0;2020;8973
29894;19354;0;2020;8974
28894;27925;0;2016;8975
25957;21801;0;2016;8976
25231;28372;0;2016;8977
15448;22609;0;2016;8978
22873;16190;0;2012;8978
24577;22225;0;2016;8979
26546;27931;0;2016;8980
21978;21329;0;2012;8981
23755;23271;0;2020;8982
19241;20637;0;2020;8983
18522;17333;0;2016;8984
29053;21448;0;2012;8984
19709;18752;0;2020;8985
22039;27575;1;2016;8986
24027;18259;0;2012;8986
26757;25667;0;2016;8987
29897;19148;0;2012;8988
15091;27366;0;2016;8989
29190;22870;1;2020;8990
16680;24768;0;2012;8991
25460;24093;0;2020;8992
17864;13628;0;2020;8993
27316;24252;0;2012;8994
18225;18953;0;2020;8995
23961;18975;0;2020;8996
23392;20287;0;2016;8997
27318;21636;0;2020;8998
27360;24223;0;2016;8999
28432;26840;0;2020;9000
17925;16886;0;2012;9001
21424;20130;0;2020;9002
16224;16222;0;2016;9003
21876;19866;0;2016;9004
25310;18937;1;2020;9005
17401;28312;0;2016;9006
23679;19340;0;2012;9006
28109;17793;0;2012;9007
26230;24604;1;2020;9008
22303;18865;0;2020;9009
19252;20709;0;2020;9010
24053;19720;0;2016;9011
20331;22711;1;2016;9012
22214;15254;0;2020;9013
26126;14613;0;2012;9014
20554;23351;0;2020;9015
25117;16322;0;2012;9016
20013;20550;0;2012;9017
29305;21506;0;2020;9018
29495;20660;0;2016;9019
22214;24489;0;2020;9020
19669;24395;0;2020;9021
27483;18616;0;2012;9022
17329;20539;0;2016;9023
25057;30150;0;2016;9024
24846;26251;1;2020;9025
20009;19053;0;2020;9026
23923;25625;0;2020;9027
16350;23580;1;2016;9028
19049;17609;0;2012;9028
22513;22455;2;2016;9029
23683;21751;0;2020;9030
20783;28044;0;2012;9031
29418;23289;0;2012;9032
15540;25603;0;2016;9033
16722;25727;0;2016;9034
28487;23768;0;2020;9035
15655;21234;0;2020;9036
20637;23527;0;2020;9037
17452;19866;0;2020;9038
16966;17593;0;2012;9039
16778;27599;0;2012;9040
26977;17884;0;2020;9041
26441;14538;0;2016;9042
22643;26303;0;2012;9043
27372;30613;0;2012;9044
18306;21934;1;2020;9045
27069;25686;0;2020;9046
20429;14555;0;2012;9047
29951;24227;0;2016;9048
19146;20057;0;2016;9049
15926;18307;0;2012;9050
21110;25038;0;2020;9051
27148;28072;0;2020;9052
18700;19522;0;2012;9053
15649;22642;0;2016;9054
21242;18640;0;2012;9055
22145;25038;0;2016;9056
17471;18507;0;2016;9057
23178;20235;0;2016;9058
17206;18115;0;2020;9059
23870;24715;0;2016;9060
16946;20041;0;2012;9060
21713;17827;0;2012;9061
18020;25963;0;2016;9062
23192;21488;0;2016;9063
18901;20847;0;2012;9064
22452;26124;0;2020;9065
28084;21628;0;2020;9066
20618;26210;0;2012;9067
20622;21094;0;2016;9068
20612;28128;0;2012;9069
16194;23869;0;2020;9070
21852;25699;0;2020;9071
19198;22142;0;2016;9072
18367;25355;0;2020;9073
17842;25763;0;2016;9074
19713;18012;0;2016;9075
23292;23084;0;2016;9076
17111;25012;0;2016;9077
25575;18801;0;2012;9077
20096;26514;0;2016;9078
16871;20434;0;2016;9079
17832;20145;0;2016;9080
19505;21814;0;2020;9081
24206;23135;0;2016;9082
29272;17818;0;2020;9083
19312;27992;0;2012;9084
25986;30522;1;2012;9085
19089;18017;0;2016;9086
27691;20156;0;2020;9087
18043;21697;0;2016;9088
26548;18659;0;2016;9089
27815;16099;0;2012;9090
17219;23117;0;2016;9091
28161;27747;0;2012;9092
24365;21636;0;2016;9093
26558;22193;0;2020;9094
26721;16842;0;2020;9096
17434;23899;0;2020;9097
28311;17294;0;2020;9098
25904;23285;0;2016;9099
17746;26668;0;2012;9099
29232;28260;0;2020;9100
25189;20557;0;2016;9101
22164;23374;0;2012;9101
23523;17227;0;2016;9102
27863;21216;0;2020;9103
27738;18832;0;2016;9104
27444;12705;0;2020;9106
24142;20588;1;2016;9107
21031;14330;0;2012;9108
26226;22702;0;2016;9109
22854;23198;0;2012;9110
24678;21665;0;2012;9111
28783;24144;0;2016;9112
23176;22099;0;2020;9113
17516;21681;0;2012;9114
25849;22034;0;2016;9115
26888;19081;0;2012;9115
20102;22724;0;2012;9116
15982;16890;0;2016;9117
22892;23427;0;2020;9118
29246;27115;0;2020;9119
25484;19422;0;2016;9120
26620;19367;0;2012;9120
22133;22173;0;2012;9121
18447;25161;0;2020;9122
17191;22803;0;2020;9123
25491;28835;0;2020;9124
29294;29015;0;2016;9125
27130;32424;0;2020;9126
22132;21242;0;2016;9127
15375;23160;0;2012;9128
25626;24610;0;2020;9129
17490;22429;0;2016;9130
28843;27837;0;2012;9130
25961;22678;0;2020;9131
21554;26490;0;2016;9132
16355;21674;0;2020;9133
27214;18675;0;2020;9134
19932;22566;0;2016;9135
19211;26186;0;2020;9136
29357;24500;0;2016;9137
29756;24091;0;2012;9137
18523;24801;0;2016;9138
16615;24256;0;2016;9139
29335;15907;0;2012;9139
17175;19174;0;2012;9140
19557;23723;0;2020;9141
17458;24766;0;2016;9142
24196;13654;0;2020;9144
17383;23189;0;2016;9145
20354;25768;0;2020;9146
21013;13217;0;2020;9147
19595;31125;0;2020;9148
17896;25876;0;2016;9149
26162;17002;0;2016;9150
18797;29195;0;2012;9150
19140;18770;0;2016;9151
28910;29291;0;2016;9152
24537;20238;1;2020;9153
29043;22060;0;2020;9154
27965;13014;0;2020;9155
25555;23931;0;2020;9156
16708;26829;0;2012;9157
18883;20010;1;2016;9158
19273;21114;1;2012;9158
16658;28495;0;2016;9159
25493;27462;0;2012;9159
26302;18513;0;2020;9160
29885;27357;0;2020;9161
27605;24953;0;2012;9162
25848;24718;0;2012;9163
16434;27465;0;2016;9164
18653;22457;0;2016;9165
25014;22200;0;2012;9165
29998;19001;0;2012;9166
18705;24700;0;2020;9167
23350;19296;0;2020;9168
21437;27973;0;2016;9169
21551;19125;0;2016;9170
21797;18166;0;2012;9170
22387;23936;0;2016;9171
28565;24565;0;2012;9172
24404;20366;0;2016;9173
25114;19086;0;2012;9174
25745;22785;0;2020;9175
16001;25715;1;2020;9176
18661;30040;0;2016;9177
28935;29688;0;2020;9178
15492;23569;1;2016;9179
21617;18704;0;2012;9180
15083;27169;0;2012;9181
25450;21958;0;2012;9182
16484;20234;0;2012;9183
15899;25636;1;2016;9184
18863;19530;0;2012;9184
18392;16815;0;2012;9185
23115;18616;0;2016;9186
15913;27807;0;2016;9187
22234;20114;1;2020;9188
20788;24696;1;2016;9189
19302;23919;0;2020;9190
28016;21884;0;2016;9191
19751;31011;0;2016;9192
20139;19547;0;2016;9193
29483;20756;0;2016;9194
18179;19423;0;2020;9195
21844;15922;0;2012;9196
25943;16382;0;2012;9197
19958;28000;0;2016;9198
29642;19961;0;2016;9199
15664;21277;0;2012;9199
22963;21990;0;2020;9200
20366;23316;0;2020;9201
25672;21547;0;2012;9202
24568;30163;0;2012;9203
26964;24113;0;2020;9204
16814;20627;0;2016;9205
25113;14373;0;2012;9205
28667;15723;0;2020;9206
27700;19407;0;2012;9207
29874;20739;0;2020;9208
26874;16687;0;2016;9209
28754;27608;0;2016;9210
25058;21723;0;2012;9210
29137;29583;0;2016;9211
28132;14946;0;2016;9212
15571;19427;0;2020;9213
24447;28366;0;2020;9214
18008;23610;0;2012;9215
17403;24067;0;2020;9216
23625;21496;0;2016;9217
18148;23983;0;2012;9218
18627;16130;0;2016;9219
27841;26328;0;2020;9220
21996;25440;0;2020;9221
22819;25606;0;2012;9222
18139;17794;0;2012;9223
28065;28568;0;2020;9224
25972;16495;1;2020;9225
18894;19879;0;2016;9226
20655;24246;0;2012;9227
19778;16695;0;2016;9228
23556;23649;0;2020;9229
28095;18422;0;2020;9230
15905;16033;0;2020;9231
18588;18269;0;2020;9232
17554;15150;0;2016;9233
17586;24542;1;2020;9234
23405;17727;0;2020;9235
29556;23088;0;2016;9236
15370;23340;0;2016;9237
29637;18360;0;2016;9238
26711;26527;0;2020;9239
20418;18932;0;2016;9240
21396;26549;0;2012;9240
18567;21333;0;2012;9241
29141;20439;0;2016;9242
27007;20556;1;2016;9243
28810;26452;1;2020;9244
20478;21572;0;2016;9245
28394;17413;0;2012;9246
27791;15251;0;2016;9247
22984;16034;0;2012;9247
17653;23951;0;2020;9250
21407;16615;0;2012;9251
23864;14598;0;2012;9252
28702;26897;0;2020;9253
16746;25627;0;2012;9254
17871;19787;0;2016;9255
16243;25480;0;2020;9256
15712;21869;1;2012;9257
23937;21367;0;2016;9258
28853;23908;0;2016;9259
26643;17904;0;2012;9259
29990;21869;0;2016;9260
16537;24109;0;2012;9261
19929;17288;0;2020;9263
23859;21140;0;2016;9264
20749;29363;0;2012;9264
28319;21749;1;2016;9265
28902;16996;0;2012;9265
16363;12803;0;2016;9266
21101;29792;0;2020;9267
26241;28449;1;2016;9268
28044;21746;0;2012;9268
28780;30590;1;2020;9269
17138;24060;0;2020;9270
19722;22502;0;2012;9271
27719;16382;0;2020;9272
27053;25991;0;2016;9274
28315;21846;0;2016;9275
26147;25227;0;2012;9275
18586;21177;0;2016;9276
16692;12924;0;2016;9277
26526;21026;0;2012;9277
15686;17787;0;2012;9278
25996;21480;0;2012;9279
29872;19140;0;2012;9280
29659;15901;0;2016;9281
26081;31013;0;2012;9281
28604;19475;1;2016;9283
24242;19265;0;2016;9284
15720;14849;0;2012;9284
26435;28424;0;2016;9285
17306;26872;1;2012;9285
18059;25705;0;2016;9286
28769;16216;0;2020;9287
21120;24980;0;2016;9288
29103;16551;0;2012;9289
18974;21702;1;2012;9290
17977;23253;1;2020;9291
19370;28472;0;2012;9292
21338;19088;0;2016;9293
16672;14668;0;2020;9294
26687;21068;0;2020;9295
19003;25722;0;2020;9296
18262;24883;0;2012;9297
16442;27553;0;2016;9298
19916;22230;0;2016;9299
17943;23222;0;2012;9299
17783;21090;0;2016;9300
19946;17589;0;2012;9300
24675;15741;0;2012;9301
22784;29775;0;2016;9302
22487;21776;1;2016;9303
16371;29025;0;2012;9303
17380;13764;0;2016;9304
28954;26077;1;2020;9305
20940;27068;0;2012;9306
15126;14688;0;2020;9307
27283;24299;0;2020;9308
24214;21818;0;2020;9309
27839;17603;0;2012;9310
15485;22710;0;2016;9311
19125;21755;0;2012;9311
21086;18839;0;2020;9312
21984;21784;0;2016;9313
21215;12193;0;2016;9314
20106;14727;0;2012;9315
21337;22929;0;2020;9316
24707;26875;0;2016;9317
26934;18058;0;2020;9318
25736;20927;0;2012;9319
15060;24739;0;2020;9320
16718;16029;0;2016;9321
22826;27682;0;2020;9322
16932;25013;0;2020;9323
27329;23111;1;2016;9324
20671;19001;0;2012;9325
20923;20531;0;2012;9326
24383;24235;0;2020;9327
17674;16423;1;2016;9328
16191;25247;2;2020;9329
15830;17779;1;2016;9330
15765;14063;0;2016;9331
20949;27452;0;2012;9331
16647;18674;0;2016;9332
25388;17280;0;2012;9333
24212;21358;0;2020;9334
25419;19574;0;2016;9335
22682;25971;0;2016;9336
25763;21310;0;2020;9338
29000;22100;0;2012;9339
21703;28481;0;2016;9340
17136;23128;0;2012;9341
18285;23392;0;2020;9342
22926;23376;0;2012;9343
26432;28651;0;2016;9344
18642;18793;0;2012;9345
25343;19991;0;2016;9346
29091;29626;1;2016;9347
22097;29764;0;2020;9348
29741;20119;0;2012;9349
20299;19724;0;2016;9350
18122;19077;0;2016;9351
24176;26730;0;2016;9352
26268;21415;0;2020;9353
23010;16020;0;2012;9354
23275;26469;0;2020;9355
29428;21689;0;2020;9356
19659;30849;0;2016;9357
26692;25957;0;2012;9357
27282;19291;1;2020;9358
20469;16333;0;2016;9359
29432;23277;0;2016;9360
15290;16097;0;2016;9361
16852;18181;0;2012;9361
16847;22627;0;2020;9362
15276;26555;0;2020;9363
25621;25753;0;2020;9364
22225;25207;0;2012;9365
16366;17916;0;2016;9366
18439;23902;0;2020;9367
19658;22722;0;2012;9368
20287;23763;0;2016;9369
20163;12668;0;2012;9369
29364;25307;0;2016;9370
17384;25459;0;2016;9371
15901;22553;1;2012;9371
22269;14256;0;2016;9372
16730;23892;0;2016;9373
18234;25511;0;2012;9373
29665;26234;0;2020;9374
19886;23295;0;2012;9375
21468;20534;0;2016;9376
20568;25342;0;2016;9377
23452;16548;0;2020;9378
23801;21848;0;2016;9379
26751;22358;0;2012;9380
25835;18770;0;2020;9381
22744;29971;0;2012;9382
26943;24768;0;2012;9383
17280;16106;0;2020;9384
28357;19377;0;2020;9386
15456;18434;0;2020;9387
21537;23732;0;2012;9388
22543;21315;0;2020;9389
19127;18779;0;2016;9390
26279;21084;0;2016;9391
16286;19333;0;2016;9392
26489;23495;0;2012;9393
27571;25695;0;2016;9394
23073;16974;0;2020;9395
29255;28158;0;2020;9396
18908;20582;0;2020;9397
17699;19348;0;2012;9398
22141;23729;0;2016;9399
19829;23411;0;2016;9400
23184;21702;0;2020;9401
18655;24133;0;2020;9402
18588;28387;2;2020;9403
17346;28066;0;2016;9405
19126;17097;0;2020;9406
29010;14491;0;2012;9407
29441;18085;0;2016;9408
20462;22811;0;2012;9409
22901;22686;0;2020;9410
21436;13505;0;2012;9411
26496;19181;0;2016;9412
21095;20089;0;2012;9412
26611;18531;0;2020;9413
17605;21514;0;2020;9414
24885;17190;0;2012;9415
23996;16201;0;2012;9416
24055;22907;0;2016;9417
23262;26056;1;2016;9418
24757;19784;0;2012;9419
18830;22982;0;2012;9420
26004;14657;0;2012;9421
29291;25531;0;2016;9422
23397;25289;0;2016;9423
20956;24004;0;2020;9424
16971;20409;0;2020;9425
25902;17877;1;2016;9426
24913;20439;0;2012;9426
28625;28728;1;2016;9427
21634;25170;0;2012;9427
17010;19371;0;2020;9428
23063;30654;0;2016;9429
25069;12717;0;2012;9430
18582;16713;0;2012;9431
20846;29228;0;2020;9432
28406;14631;0;2012;9433
17085;27905;0;2020;9435
26044;28164;0;2012;9436
15669;25421;0;2012;9437
22814;21231;0;2020;9438
27430;15252;0;2012;9439
29445;17302;0;2020;9440
24654;14343;0;2012;9442
25700;22884;0;2020;9443
23089;27300;0;2016;9444
19443;26591;0;2020;9445
28316;18076;0;2020;9446
17378;28065;0;2012;9447
15180;19449;0;2020;9448
21455;19421;0;2016;9449
27563;24032;1;2016;9450
16615;19927;0;2012;9450
15709;16292;0;2020;9451
28437;16490;1;2020;9452
26363;19681;0;2016;9453
15633;21391;0;2012;9453
28354;22954;0;2020;9454
26459;28175;0;2012;9455
20596;17055;0;2012;9456
18942;13131;0;2020;9457
26655;26661;0;2012;9458
26821;20165;0;2016;9459
25120;17331;0;2012;9460
18705;31282;0;2012;9461
16419;21110;0;2020;9462
18546;19815;0;2020;9463
19152;22762;0;2012;9465
18597;32661;0;2020;9466
29321;21911;0;2012;9467
23687;28352;0;2020;9468
28919;16917;0;2020;9469
23238;19790;0;2016;9470
27131;21850;0;2016;9471
20289;15169;1;2020;9472
16701;18177;0;2020;9473
26847;24339;1;2020;9474
19374;21185;0;2016;9475
26961;23027;0;2020;9476
21121;27214;0;2016;9477
20089;24488;0;2016;9478
28817;15004;0;2012;9479
18461;24297;0;2020;9480
17708;28658;0;2016;9481
16068;28446;0;2016;9482
24182;16436;0;2012;9482
27266;14796;0;2020;9483
27108;19342;0;2016;9484
22059;28562;0;2012;9484
24892;16554;0;2020;9485
15771;28224;0;2016;9486
29832;19403;0;2016;9487
25377;26980;0;2012;9487
21358;23746;0;2016;9488
26454;31319;0;2012;9488
20393;14710;0;2016;9489
18373;27430;0;2016;9490
27638;16603;0;2012;9490
29361;27070;0;2016;9491
24374;24224;0;2020;9492
26057;32080;1;2012;9493
23855;20617;0;2016;9494
20724;21378;0;2020;9496
20765;21238;1;2016;9497
19823;18178;0;2016;9498
24687;13224;0;2020;9499
28530;16360;0;2020;9500
29338;21376;0;2020;9501
17900;20070;0;2016;9502
15334;22906;0;2012;9502
16683;23356;0;2020;9503
15918;19988;0;2020;9504
20012;24957;0;2016;9505
26343;24772;0;2012;9505
18541;21460;0;2020;9506
15075;22210;0;2016;9507
21650;25881;0;2016;9508
27276;17315;0;2012;9508
20822;20175;0;2020;9509
28820;28601;0;2020;9510
21180;27118;0;2016;9511
23645;18606;0;2012;9511
20171;27876;0;2016;9512
19311;22779;0;2012;9512
27179;27520;1;2020;9513
27450;25557;0;2020;9514
23470;21072;0;2016;9515
26989;21325;0;2020;9516
19393;22493;0;2020;9517
15140;21505;0;2016;9518
17037;17356;0;2016;9519
26651;14799;0;2012;9519
15399;28600;0;2016;9520
15563;25671;0;2020;9521
24964;21505;0;2020;9522
21634;19090;0;2016;9523
21784;28817;0;2016;9524
22550;25991;0;2016;9525
28854;22862;1;2020;9526
29284;22709;0;2012;9527
15019;22983;0;2012;9528
15230;24762;0;2016;9530
16184;23617;0;2016;9531
22917;23209;0;2012;9531
25277;27824;1;2016;9532
29108;26910;0;2020;9533
29552;16217;0;2016;9534
26000;27124;0;2016;9535
26375;15599;0;2016;9536
19264;22309;0;2016;9537
18138;20745;0;2012;9537
16838;25263;0;2012;9538
21069;20042;0;2012;9539
19236;22967;0;2012;9540
24564;15052;0;2012;9541
26509;21495;0;2020;9543
15654;20054;0;2016;9544
21432;15892;0;2012;9545
19202;23692;0;2020;9546
15481;27883;0;2016;9547
20707;24551;0;2020;9548
22575;23138;0;2012;9549
29099;20206;0;2020;9550
28988;24050;0;2012;9551
29446;21193;0;2016;9552
25280;22776;0;2016;9553
22936;28405;0;2012;9553
27375;27928;0;2016;9554
22320;24140;0;2012;9554
16667;19594;0;2016;9555
18013;26349;0;2012;9555
26770;19125;0;2020;9556
29862;20665;1;2016;9557
17081;13743;1;2012;9557
21301;23616;0;2020;9558
15002;21805;0;2020;9559
20231;24493;0;2012;9560
23530;23724;0;2016;9561
22068;20060;0;2016;9562
20119;20460;0;2020;9563
18914;26656;0;2012;9564
29097;20914;0;2020;9565
23639;23877;2;2016;9566
20679;18212;1;2012;9566
19178;28347;1;2016;9567
21833;22157;1;2012;9567
22667;25247;0;2012;9568
29524;23009;0;2020;9569
27904;20395;0;2016;9570
24897;28033;0;2012;9571
18364;22885;0;2020;9572
15735;31005;0;2016;9573
16240;25788;0;2020;9574
